genes	BIO	RA	SB505	SU5402	Connectivity	Cols	Rows	Species
BL14235	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL14290	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL14360	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14416	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14422	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL14433	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14480	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14505	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14544	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14546	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL14552	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14642	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14656	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14663	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14721	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14770	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14771	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14776	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14818	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14845	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14869	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14890	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL14929	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15004	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15073	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15104	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15105	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15225	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL15246	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15252	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15276	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL15400	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15445	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15472	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL15473	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15478	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15512	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15570	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15583	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15612	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15625	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15639	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15643	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15646	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15691	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15695	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15704	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15719	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15745	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15749	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15760	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15781	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15791	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15845	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15862	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15864	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15880	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15898	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL15989	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16100	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16115	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16116	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16157	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL16163	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16213	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16232	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16240	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16245	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16248	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16268	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16335	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16368	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16408	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16462	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16467	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16482	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL16509	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16535	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16647	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16649	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16660	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16729	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16742	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL16749	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16767	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16780	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL16814	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16830	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16839	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16842	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16849	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16863	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL16884	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16901	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16954	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL16994	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17096	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL17153	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17158	0	1	0	1	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL17224	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL17225	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL17267	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL17288	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17371	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17393	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL17397	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17401	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17419	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17433	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17436	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL17481	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17497	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17571	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17580	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17714	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL17760	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17761	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17785	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL17816	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL17840	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17851	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17856	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17931	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17965	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL17966	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18086	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18090	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18115	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18118	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18146	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18148	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18160	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18212	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL18273	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18299	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL18316	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18344	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18347	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18365	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL18405	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18416	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18479	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18519	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL18525	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18551	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18582	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18598	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18606	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18608	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL18624	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18632	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL18690	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL18699	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18701	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL18736	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18770	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18784	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18830	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL18876	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL18886	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19016	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19124	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19210	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL19217	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19299	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19356	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19397	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL19418	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19425	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19427	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19453	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19507	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19594	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19609	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19627	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL19664	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19684	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL19693	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19770	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19771	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19773	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19778	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19846	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19847	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19936	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19942	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19951	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL19992	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20047	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20199	0	1	0	1	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL20203	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20224	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20249	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20256	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20261	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20284	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20347	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20462	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20474	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20594	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL20646	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20667	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20694	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL20717	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20743	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20771	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20775	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20777	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20840	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20884	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20916	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL20963	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL20991	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21005	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL21012	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21091	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21115	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL21170	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL21216	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21257	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21261	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21299	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21312	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21332	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21372	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21398	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21436	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21445	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21465	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21563	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL21592	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL21643	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21707	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL21735	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL22047	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22062	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22077	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22082	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22117	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL22139	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22170	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22218	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22273	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22279	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22293	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22295	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL22321	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22364	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22369	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22377	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22427	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL22467	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22469	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22516	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22534	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22552	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22638	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22649	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22829	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22851	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22926	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL22946	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22986	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL22992	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23082	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23176	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23187	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23200	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL23244	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL23299	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23402	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23407	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23448	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23514	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23532	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23538	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23549	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL23569	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23584	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23612	0	1	0	1	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL23676	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23687	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23693	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23834	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23878	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL23943	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL23989	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL24004	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24027	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24088	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24101	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24113	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL24121	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24132	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24200	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24241	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24271	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24356	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24382	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24422	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24453	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24469	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24472	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24512	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24547	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24578	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24583	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24597	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24607	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24609	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24653	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24657	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL24660	0	1	0	1	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL24662	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24760	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24808	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24838	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24914	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL24920	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL24932	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL24972	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL25031	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL25437	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL25637	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL25647	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL25710	0	1	1	0	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL25717	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL25738	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL25748	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL26388	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL26643	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL26888	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL27023	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL27096	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL27926	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL28145	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL28317	0	1	0	1	2	Amphioxus	RNASeq	Amphioxus RNASeq
BL28370	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL28431	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL28618	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL28641	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL29061	0	1	1	1	3	Amphioxus	RNASeq	Amphioxus RNASeq
BL29449	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL29511	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL29569	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL29909	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL30080	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL30526	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
BL30713	0	1	0	0	1	Amphioxus	RNASeq	Amphioxus RNASeq
